hometype,price,beds,baths,neighborhood,sqft,age
Single Family Residential,1410000,2,1,Inner Sunset,1012,112
Single Family Residential,1480000,2,1,Central Sunset,1500,80
Single Family Residential,1450000,2,1,Inner Sunset,1345,94
Single Family Residential,1450000,2,1,Jordan Park/Laurel Heights,1120,93
Condo/Co-op,1500000,2,1.5,Parnassus/Ashbury Heights,1125,109
Condo/Co-op,1345000,2,2,Mission Bay,1219,14
Condo/Co-op,1250000,2,1,Mission Bay,968,9
Condo/Co-op,1250000,2,2,Mission Bay,991,14
Condo/Co-op,1270000,2,2,Mission Bay,966,9
Condo/Co-op,1255000,2,2,South Beach,1038,11
Condo/Co-op,1445000,2,2,Mission Bay,1286,14
Condo/Co-op,1398000,2,2,Central Waterfront,1104,0
Condo/Co-op,1325000,2,2,Mission Bay,1197,6
Condo/Co-op,1450000,2,2,Mission Bay,1080,10
Condo/Co-op,1429000,2,2,Central Waterfront,1104,0
Condo/Co-op,1495000,2,2,South Beach,1213,0
Condo/Co-op,1500000,2,2,South Beach,1456,22
Condo/Co-op,1450000,2,2,South Beach,1303,10
Condo/Co-op,1350000,2,2,South Beach,1205,18
Single Family Residential,1335750,2,2,Potrero Hill,1171,93
Condo/Co-op,1355000,2,2,Central Waterfront,1203,3
Condo/Co-op,1315000,2,2,Inner Mission,1140,4
Condo/Co-op,1465000,2,1,Mission Dolores,1150,105
Condo/Co-op,1450000,2,2,Inner Mission,1272,108
Condo/Co-op,1430000,2,1,Noe Valley,1204,113
Condo/Co-op,1500000,2,1.5,Noe Valley,1300,93
Condo/Co-op,1450000,2,1,Nob Hill,1038,109
Condo/Co-op,1500000,2,2.5,Nob Hill,1337,18
Condo/Co-op,1300000,2,2,Van Ness/Civic Center,1140,9
Condo/Co-op,1360000,2,2,Pacific Heights,1058,17
Condo/Co-op,1415000,2,2,Pacific Heights,1116,17
Condo/Co-op,1300000,2,2,Glen Park,1237,12
Single Family Residential,1350000,2,1,Bernal Heights,1764,90
Condo/Co-op,1280000,2,2,Glen Park,1098,53
Condo/Co-op,1350000,2,2,Inner Mission,1113,4
Condo/Co-op,1468000,2,2,Inner Mission,1027,99
Condo/Co-op,1300000,2,2.5,Inner Mission,1311,9
Condo/Co-op,1303000,2,2,South of Market,1133,16
Single Family Residential,1300000,2,1,Outer Sunset,1250,80
Single Family Residential,1251662,2,1,Outer Sunset,1150,77
Single Family Residential,1400000,2,1,Outer Richmond,1680,93
Condo/Co-op,1380000,2,2,Mission Bay,1235,11
Condo/Co-op,1300000,2,2,North Beach,1087,21
Multi-Family (2-4 Unit),1410000,2,1,Bernal Heights,1760,101
Single Family Residential,1458000,2,1,Bernal Heights,967,64
Condo/Co-op,1260000,2,1.5,Inner Mission,992,118
Multi-Family (2-4 Unit),1325000,2,1,Bernal Heights,2990,109
Single Family Residential,1325000,2,1,Bernal Heights,1000,78
Condo/Co-op,1500000,2,2,Haight Ashbury,1400,118
Condo/Co-op,1425000,2,1,Inner Richmond,1315,102
Condo/Co-op,1325000,2,1,North Panhandle,1031,97
Single Family Residential,1295000,2,2,Central Sunset,1592,78
Single Family Residential,1430000,2,2,Central Sunset,1375,89
Single Family Residential,1300000,2,1,Outer Sunset,1250,76
Single Family Residential,1325000,2,1,Central Sunset,1150,78
Condo/Co-op,1440000,2,2,South Beach,1083,21
Condo/Co-op,1385000,2,2,South Beach,1197,21
Condo/Co-op,1315000,2,2,South of Market,1213,10
Condo/Co-op,1295000,2,2,Inner Richmond,1355,16
Condo/Co-op,1274000,2,2,South Beach,1063,17
Condo/Co-op,1300000,2,2,Yerba Buena,1054,9
Condo/Co-op,1305000,2,1,Russian Hill,1027,111
Condo/Co-op,1285000,2,1,Pacific Heights,1220,95
Condo/Co-op,1406000,2,1.5,Lower Pacific Height,1284,118
Condo/Co-op,1405000,2,2,Lower Pacific Height,1120,26
Condo/Co-op,1375000,2,2,Parnassus/Ashbury Heights,1479,112
Single Family Residential,1500000,2,1,Outer Richmond,1465,93
Single Family Residential,1300000,2,1,Outer Sunset,1087,74
Single Family Residential,1460000,2,2,Outer Richmond,1414,78
Single Family Residential,1430000,2,2,Outer Richmond,1590,91
Condo/Co-op,1275000,2,1.5,Mission Bay,1058,6
Townhouse,1400000,2,2,Mission Bay,1223,9
Condo/Co-op,1390000,2,2,Mission Bay,1290,2
Condo/Co-op,1470000,2,2,Mission Bay,1372,6
Condo/Co-op,1254000,2,1,Mission Bay,1045,14
Condo/Co-op,1325000,2,2,Mission Bay,1169,2
Condo/Co-op,1480000,2,2,Mission Bay,1367,10
Condo/Co-op,1412000,2,1,Cow Hollow,1037,113
Condo/Co-op,1500000,2,1.5,Russian Hill,1659,90
Single Family Residential,1250000,2,1,Central Richmond,1225,98
Condo/Co-op,1500000,2,1,Parnassus/Ashbury Heights,1020,110
Condo/Co-op,1285000,2,1,Parnassus/Ashbury Heights,1490,109
Condo/Co-op,1361000,2,2,Parnassus/Ashbury Heights,1260,42
Condo/Co-op,1415000,2,2,Central Waterfront,1105,0
Condo/Co-op,1472000,2,2.5,Central Waterfront,1857,16
Condo/Co-op,1328000,2,2,Central Waterfront,916,0
Single Family Residential,1310000,2,3,Potrero Hill,2075,104
Condo/Co-op,1385000,2,2,Central Waterfront,1069,4
Single Family Residential,1250000,2,2,Bayview,1141,54
Single Family Residential,1500000,2,2,Nob Hill,1565,114
Condo/Co-op,1390000,2,1,Inner Richmond,1219,103
Condo/Co-op,1444000,2,2,Nob Hill,1129,4
Condo/Co-op,1350000,2,1,Duboce Triangle,1266,110
Condo/Co-op,1375000,2,1.5,Marina,1226,94
Condo/Co-op,1280000,2,2,Mission Bay,1122,14
Condo/Co-op,1386200,2,2,North Panhandle,1071,11
Condo/Co-op,1475000,2,2,Marina,1310,28
Condo/Co-op,1300000,2,2,Central Waterfront,1215,3
Condo/Co-op,1275000,2,2,Corona Heights,1491,37
Condo/Co-op,1400000,2,2,Yerba Buena,1446,28
Condo/Co-op,1275888,2,2,South Beach,1147,9
Condo/Co-op,1425000,2,2,South Beach,1163,10
Condo/Co-op,1302000,2,2,Central Waterfront,916,0
Condo/Co-op,1375000,2,2.5,Central Waterfront,1274,19
Condo/Co-op,1550000,2,2,Hayes Valley,1154,3
Townhouse,1630888,2,2.5,Bernal Heights,1284,18
Condo/Co-op,1550000,2,2.5,Inner Mission,1476,17
Condo/Co-op,1695000,2,2,Haight Ashbury,1155,118
Single Family Residential,1800000,2,2,Noe Valley,1437,78
Condo/Co-op,1925000,2,2,South Beach,1385,2
Condo/Co-op,2045000,2,2,South Beach,1403,2
Condo/Co-op,1920000,2,2,Central Waterfront,1811,9
Townhouse,1510000,2,2,Potrero Hill,1340,23
Condo/Co-op,1600000,2,2,North Beach,1534,17
Condo/Co-op,1851979,2,2,Inner Mission,1545,10
Condo/Co-op,1540000,2,1,Inner Mission,1312,93
Condo/Co-op,1650000,2,2,Noe Valley,1402,117
Condo/Co-op,1905000,2,1,Eureka Valley/Dolore,1435,89
Single Family Residential,2750000,2,2,Eureka Valley/Dolore,1500,90
Condo/Co-op,1925000,2,2,Eureka Valley/Dolore,1593,96
Condo/Co-op,1725000,2,2,Mission Dolores,1190,24
Condo/Co-op,1550000,2,1.5,Marina,1612,95
Condo/Co-op,1512500,2,1.5,Cow Hollow,1100,113
Single Family Residential,1700000,2,1,Central Sunset,1787,82
Single Family Residential,1600000,2,2,Central Sunset,1515,83
Single Family Residential,1550000,2,2,Central Sunset,1676,83
Condo/Co-op,1550000,2,2,North Waterfront,1718,35
Townhouse,1575000,2,2.5,North Waterfront,1414,43
Townhouse,1665000,2,2,Financial District,1347,33
Condo/Co-op,1525000,2,2,Hayes Valley,1143,10
Single Family Residential,1700000,2,1,Bernal Heights,1275,68
Single Family Residential,1670000,2,1.5,Bernal Heights,1480,104
Single Family Residential,3400000,2,2.5,Yerba Buena,3789,90
Condo/Co-op,1900650,2,2,South Beach,1590,22
Condo/Co-op,2825000,2,2,South Beach,1403,2
Condo/Co-op,1620000,2,2,Mission Bay,1250,11
Condo/Co-op,1535000,2,2,South Beach,1514,14
Condo/Co-op,1575000,2,2,Yerba Buena,1731,9
Condo/Co-op,2100000,2,2,South Beach,1317,10
Condo/Co-op,1500000,2,2,Mission Bay,1488,14
Condo/Co-op,1528000,2,2,South Beach,1525,14
Multi-Family (2-4 Unit),2850000,2,1,Eureka Valley/Dolore,4330,112
Condo/Co-op,1515000,2,1.5,Noe Valley,1055,104
Single Family Residential,1500000,2,1,Noe Valley,1152,78
Condo/Co-op,1680000,2,2,Nob Hill,1180,8
Condo/Co-op,2045000,2,2,Van Ness/Civic Center,1071,1
Condo/Co-op,1700000,2,1.5,Russian Hill,1414,104
Condo/Co-op,1600000,2,2,Pacific Heights,1688,105
Single Family Residential,1620000,2,1,Central Sunset,1851,86
Condo/Co-op,1908000,2,2,Marina,1647,92
Condo/Co-op,2210000,2,1.5,Marina,1963,91
Condo/Co-op,1625000,2,2,Pacific Heights,1510,123
Single Family Residential,1950000,2,1,Noe Valley,1288,126
Condo/Co-op,1635000,2,2,Hayes Valley,1942,118
Condo/Co-op,3400000,2,2.5,Nob Hill,2027,55
Single Family Residential,1615000,2,1,Inner Sunset,1346,97
Condo/Co-op,2050000,2,1.25,Pacific Heights,1750,105
Condo/Co-op,1500000,2,1,Potrero Hill,1331,93
Condo/Co-op,1900000,2,2,Pacific Heights,1376,96
Condo/Co-op,1732050,2,2,Eureka Valley/Dolore,1672,118
Single Family Residential,1630000,2,2,Inner Sunset,1475,70
Single Family Residential,1500000,2,2,Bernal Heights,1385,111
Condo/Co-op,2250000,2,2,South Beach,1309,18
Condo/Co-op,1688000,2,2,South Beach,1141,18
Condo/Co-op,1930000,2,2,South Beach,1548,22
Condo/Co-op,2425000,2,2,Russian Hill,1681,54
Condo/Co-op,2600000,2,2.5,Nob Hill,1912,40
Condo/Co-op,2200000,2,2,Corona Heights,2000,27
Condo/Co-op,1675000,2,2,Inner Richmond,1795,95
Condo/Co-op,1690000,2,2,South Beach,1286,4
Condo/Co-op,1937500,2,2,South Beach,1268,10
Condo/Co-op,1875000,2,2.5,South Beach,2095,11
Condo/Co-op,1550000,2,2,Eureka Valley/Dolore,1334,114
Single Family Residential,2325000,2,3,Eureka Valley/Dolore,1918,118
Condo/Co-op,1510000,2,2,Haight Ashbury,1337,36
Townhouse,1930000,2,2,Corona Heights,1868,24
Condo/Co-op,1595000,2,2,South of Market,947,0
Condo/Co-op,1550000,2,2,South Beach,1260,3
Condo/Co-op,1600000,2,2,South of Market,1472,11
Condo/Co-op,1550000,2,2,South Beach,1302,18
Condo/Co-op,2125000,2,2.5,South of Market,2421,16
Condo/Co-op,2725000,2,2,Financial District,1852,31
Condo/Co-op,1730000,2,2,Financial District,1320,31
Condo/Co-op,1500000,2,2,Downtown,1720,105
Single Family Residential,1810000,2,1,Central Sunset,1625,98
Single Family Residential,1710000,2,1.25,Central Sunset,1400,87
Single Family Residential,1575000,2,1,Central Sunset,1500,79
Single Family Residential,1520000,2,1,Central Sunset,1375,87
Condo/Co-op,1625000,2,2.5,Cow Hollow,1325,112
Condo/Co-op,1755000,2,1,Marina,1463,93
Townhouse,1620000,2,2.5,Mission Dolores,1537,10
Townhouse,1600000,2,2.5,Mission Dolores,1510,10
Condo/Co-op,1500000,2,1,Eureka Valley/Dolore,1175,133
Townhouse,1810000,2,2,Hayes Valley,1394,28
Condo/Co-op,1800000,2,2,Eureka Valley/Dolore,1189,20
Condo/Co-op,1550000,2,1,Duboce Triangle,1109,114
Condo/Co-op,1775000,2,2,Eureka Valley/Dolore,1383,107
Single Family Residential,1575000,2,1,Noe Valley,1050,72
Townhouse,1895000,2,2.5,Financial District,1602,38
Condo/Co-op,1580000,2,2,Nob Hill,938,1
Condo/Co-op,3100000,2,2,Pacific Heights,2300,38
Condo/Co-op,1500000,2,2,Pacific Heights,1180,87
Condo/Co-op,2350000,2,3,Pacific Heights,1818,93
Single Family Residential,2200000,2,1.25,Noe Valley,1300,118
Single Family Residential,1950000,2,1.5,Noe Valley,1509,118
Condo/Co-op,1725000,2,2,Duboce Triangle,1871,114
Condo/Co-op,1800000,2,2,Noe Valley,1488,129
Condo/Co-op,2088000,2,1.5,South Beach,2010,101
Condo/Co-op,1510000,2,2,South Beach,1372,22
Condo/Co-op,1750000,2,2,South Beach,1620,14
Condo/Co-op,1500000,2,1,Anza Vista,1303,71
Condo/Co-op,1600000,2,2,North Panhandle,1559,98
Condo/Co-op,1600000,2,3,Twin Peaks,2094,16
Condo/Co-op,1649000,2,2,Nob Hill,1838,57
Condo/Co-op,1700000,2,2.5,North Beach,1339,12
Condo/Co-op,1900000,2,2,Russian Hill,1681,54
Condo/Co-op,1700000,2,2,Pacific Heights,1500,116
Condo/Co-op,1505000,2,2,North Panhandle,1243,11
Condo/Co-op,1625000,2,1,Marina,1270,95
Condo/Co-op,1615000,2,2,Marina,1249,25
Condo/Co-op,1650000,2,2,Telegraph Hill,1238,32
Single Family Residential,2945000,2,2.25,Marina,1500,91
Single Family Residential,3000000,2,2,Marina,2245,91
Condo/Co-op,1650000,2,1,Pacific Heights,1314,95
Condo/Co-op,2040000,2,2.5,South Beach,1812,10
Condo/Co-op,1800000,2,2,South Beach,1187,0
Single Family Residential,1725000,2,1,Outer Richmond,1686,94
Condo/Co-op,11000000,2,3.5,Russian Hill,4150,90
Condo/Co-op,2950000,2,2,Russian Hill,1300,54
Condo/Co-op,1800000,2,1.5,Mission Dolores,1354,113
Condo/Co-op,1790000,2,2,South Beach,1187,0
Multi-Family (2-4 Unit),2475000,2,3,Inner Sunset,2400,106
Condo/Co-op,1500000,2,1.5,Parnassus/Ashbury Heights,1125,109
Condo/Co-op,2060000,2,2,Mission Bay,1562,6
Townhouse,1925000,2,2.5,Mission Bay,1948,10
Condo/Co-op,1609000,2,2,Mission Bay,1376,2
Condo/Co-op,2286000,2,2,South Beach,1645,3
Condo/Co-op,1680000,2,2,South Beach,1128,12
Condo/Co-op,1500000,2,2,South Beach,1456,22
Condo/Co-op,1775000,2,2,South Beach,1323,10
Condo/Co-op,1685000,2,2,Mission Bay,1374,2
Condo/Co-op,1675000,2,2,Mission Bay,1195,6
Condo/Co-op,1900000,2,2,South Beach,1401,2
Condo/Co-op,1748000,2,2,South Beach,1384,20
Condo/Co-op,1525000,2,2.5,Mission Bay,1802,15
Condo/Co-op,1632000,2,2,Eureka Valley/Dolore,1232,118
Multi-Family (2-4 Unit),1850000,2,2,Eureka Valley/Dolore,1460,114
Condo/Co-op,1825000,2,1,Eureka Valley/Dolore,1525,107
Condo/Co-op,1550000,2,1,Noe Valley,1032,118
Condo/Co-op,1650000,2,1.5,Noe Valley,1207,112
Condo/Co-op,1500000,2,1.5,Noe Valley,1300,93
Condo/Co-op,1675000,2,2,Nob Hill,1425,110
Condo/Co-op,1500000,2,2.5,Nob Hill,1337,18
Condo/Co-op,2000000,2,2,Pacific Heights,1306,6
Condo/Co-op,1805000,2,2,Lower Pacific Height,1353,22
Condo/Co-op,1595000,2,2,Inner Mission,1303,16
Single Family Residential,1810000,2,1,Bernal Heights,1200,89
Single Family Residential,1525000,2,1,Bernal Heights,1065,74
Single Family Residential,1660000,2,2,Glen Park,1334,77
Single Family Residential,2310000,2,2,Glen Park,1813,97
Single Family Residential,1610000,2,1,Outer Sunset,1547,91
Condo/Co-op,2060000,2,2,Mission Bay,1124,0
Condo/Co-op,1590000,2,2,,1119,0
Condo/Co-op,2300000,2,2.5,Mission Bay,1634,15
Single Family Residential,1725000,2,2,Potrero Hill,1261,111
Single Family Residential,2105000,2,2,Noe Valley,2366,118
Single Family Residential,1795000,2,1,Noe Valley,1048,118
Condo/Co-op,1500000,2,2,Haight Ashbury,1400,118
Condo/Co-op,1560000,2,2,Hayes Valley,1215,27
Single Family Residential,1625000,2,1,Central Sunset,1566,95
Condo/Co-op,1650000,2,2,South Beach,1147,9
Condo/Co-op,1543750,2,2,South Beach,1181,9
Condo/Co-op,1825000,2,2,South Beach,1382,2
Condo/Co-op,2000000,2,2,South Beach,1181,2
Condo/Co-op,1855000,2,2,South Beach,1187,0
Condo/Co-op,2400000,2,2,South Beach,1582,9
Condo/Co-op,1750000,2,2,South Beach,1307,10
Condo/Co-op,1901250,2,2,South Beach,1323,9
Condo/Co-op,3250000,2,2,South Beach,1344,27
Condo/Co-op,2250000,2,2,South Beach,1486,14
Condo/Co-op,1535000,2,2,South of Market,947,0
Townhouse,2600000,2,2,South of Market,1458,0
Condo/Co-op,1530000,2,2,Telegraph Hill,1275,29
Condo/Co-op,1540000,2,2,North Waterfront,1719,35
Condo/Co-op,1940000,2,2,North Waterfront,1831,35
Single Family Residential,2030000,2,1.5,Glen Park,1263,118
Condo/Co-op,1700000,2,1,Glen Park,1458,93
Condo/Co-op,1650000,2,2,South Beach,1457,22
Condo/Co-op,1825000,2,2.5,South Beach,1530,16
Condo/Co-op,2382000,2,2,South Beach,1387,17
Condo/Co-op,2100000,2,2,Russian Hill,1846,97
Condo/Co-op,1875000,2,2.5,Russian Hill,1645,33
Condo/Co-op,1850000,2,2,North Waterfront,1368,35
Multi-Family (2-4 Unit),1805000,2,,Eureka Valley/Dolore,1936,80
Condo/Co-op,1501000,2,1,Eureka Valley/Dolore,998,69
Single Family Residential,1800000,2,1,Corona Heights,875,110
Single Family Residential,1500000,2,1,Outer Richmond,1465,93
Single Family Residential,1520000,2,1,Outer Sunset,1045,91
Condo/Co-op,1625000,2,2,Parnassus/Ashbury Heights,1444,118
Single Family Residential,2200000,2,1,Parnassus/Ashbury Heights,1550,92
Condo/Co-op,1720000,2,2,Mission Bay,1385,2
Condo/Co-op,1749000,2,2,South Beach,1259,12
Condo/Co-op,2030000,2,2.5,South Beach,1724,10
Condo/Co-op,1761000,2,2,South Beach,1311,4
Condo/Co-op,1899000,2,2,South Beach,1238,10
Condo/Co-op,1875000,2,2.5,Lake,1712,93
Single Family Residential,3000000,2,1,Cow Hollow,1636,108
Multi-Family (2-4 Unit),1935000,2,2,Marina,2524,110
Condo/Co-op,1500000,2,1.5,Russian Hill,1659,90
Condo/Co-op,1550000,2,1.5,Russian Hill,1173,108
Condo/Co-op,1522000,2,2,Russian Hill,991,57
Condo/Co-op,1500000,2,1,Parnassus/Ashbury Heights,1020,110
Townhouse,1548500,2,2,Potrero Hill,1340,23
Multi-Family (2-4 Unit),2317500,2,2,Central Richmond,3560,99
Condo/Co-op,1790000,2,1.5,Eureka Valley/Dolore,1643,95
Single Family Residential,1500000,2,2,Nob Hill,1565,114
Condo/Co-op,2850000,2,2,Russian Hill,1616,55
Condo/Co-op,1650000,2,2,South Beach,1074,16
Single Family Residential,1600000,2,1,Outer Richmond,2020,92
Condo/Co-op,2005000,2,2,South Beach,1309,10
Condo/Co-op,1730000,2,2,Pacific Heights,1139,54
Condo/Co-op,1791000,2,2,Cow Hollow,1398,107
Condo/Co-op,1700000,2,1,Duboce Triangle,1440,118
Condo/Co-op,1530000,2,2,,1200,0
Condo/Co-op,1650000,2,2,Russian Hill,1380,110
Condo/Co-op,1775000,2,1,Russian Hill,1450,78
Condo/Co-op,1550000,2,1,Noe Valley,1053,108
Condo/Co-op,1650000,2,2.5,Anza Vista,1900,38
Single Family Residential,1888888,2,1,Noe Valley,1068,82
Single Family Residential,1817000,2,1.5,Glen Park,1398,97
Condo/Co-op,1310000,3,2,Central Richmond,1728,33
Condo/Co-op,1500000,3,2,Inner Sunset,1399,104
Condo/Co-op,1285000,3,1.5,Downtown,1355,109
Condo/Co-op,1460000,3,2,Inner Mission,1204,116
Condo/Co-op,1350000,3,2.5,Bernal Heights,1468,109
Multi-Family (2-4 Unit),1131000,3,2,Bernal Heights,1025,110
Single Family Residential,1452000,3,2,Bernal Heights,1800,110
Condo/Co-op,1370000,3,2,Mission Dolores,1407,94
Single Family Residential,1180000,3,1.5,Central Sunset,1245,79
Condo/Co-op,930000,3,2,South of Market,1260,112
Single Family Residential,1415000,3,1,Bernal Heights,1270,108
Condo/Co-op,1420000,3,2,Russian Hill,1385,29
Single Family Residential,773000,3,1,Ingleside Heights,1088,80
Townhouse,1400000,3,3,Lake,1376,114
Single Family Residential,988000,3,3,Bayview,1600,23
Single Family Residential,1305000,3,4,Bayview,2307,111
Townhouse,955000,3,1,Potrero Hill,1109,34
Single Family Residential,1400000,3,2,Outer Richmond,1710,97
Condo/Co-op,1375000,3,1,Hayes Valley,1016,106
Condo/Co-op,1162000,3,2,Eureka Valley/Dolore,1312,111
Single Family Residential,1460000,3,1,Bernal Heights,1820,91
Multi-Family (2-4 Unit),1415000,3,3,Inner Mission,2190,114
Condo/Co-op,1280000,3,2,Central Richmond,1693,33
Condo/Co-op,1300000,3,2,Western Addition,1099,55
Single Family Residential,1125000,3,2,Bayview,1657,103
Townhouse,1400000,3,2.5,Diamond Heights,2160,39
Single Family Residential,1000000,3,1,Ingleside Heights,1100,109
Single Family Residential,1400000,3,2.5,Crocker Amazon,1558,105
Condo/Co-op,800000,3,2,Crocker Amazon,1254,28
Single Family Residential,1185000,3,2,Crocker Amazon,1607,68
Single Family Residential,1100000,3,2,Bayview,1419,57
Single Family Residential,806000,3,2,Ingleside Heights,750,68
Condo/Co-op,1275000,3,2,Alamo Square,1303,114
Condo/Co-op,1310000,3,2,South Beach,1244,18
Condo/Co-op,1270000,3,2.5,Western Addition,1913,118
Condo/Co-op,1070000,3,3,Central Richmond,1395,96
Single Family Residential,1148888,3,2,Central Sunset,2100,87
Single Family Residential,1310000,3,2,Bayview,2345,77
Townhouse,960000,3,3.5,Candlestick Point,1647,6
Townhouse,1475000,3,2.5,Hunters Point,1510,0
Townhouse,920000,3,2,Diamond Heights,1447,54
Single Family Residential,1457000,3,2,Diamond Heights,1420,53
Condo/Co-op,1400000,3,2,South of Market,1805,16
Single Family Residential,1280000,3,3,Bayview,2773,14
Single Family Residential,675000,3,2,Bayview,1228,57
Condo/Co-op,1240000,3,1,Noe Valley,1136,97
Condo/Co-op,1380000,3,2,Downtown,1226,4
Condo/Co-op,1368000,3,2,Twin Peaks,1470,56
Townhouse,1460000,3,2.5,Diamond Heights,1959,42
Condo/Co-op,1250000,3,1,Eureka Valley/Dolore,1009,106
Multi-Family (2-4 Unit),1500000,3,2,Corona Heights,1708,100
Single Family Residential,1350000,3,2,Bayview,1650,118
Single Family Residential,1335008,3,1,Nob Hill,1650,103
Townhouse,990000,3,2,Van Ness/Civic Center,1110,36
Condo/Co-op,1200000,3,1,Downtown,1860,105
Condo/Co-op,1000000,3,1.5,Twin Peaks,1496,29
Condo/Co-op,1325000,3,1.5,Corona Heights,1361,113
Condo/Co-op,1500000,3,2,Eureka Valley/Dolore,1420,111
Condo/Co-op,1463000,3,2.5,Hayes Valley,1925,110
Townhouse,1425000,3,3,Central Sunset,1980,17
Single Family Residential,1100000,3,1,Inner Sunset,1250,78
Condo/Co-op,1480000,3,1,Parnassus/Ashbury Heights,1250,111
Condo/Co-op,1375000,3,2,Potrero Hill,1431,18
Condo/Co-op,1385000,3,2,Mission Bay,1290,14
Condo/Co-op,1275000,3,2,Inner Mission,1173,9
Condo/Co-op,1240000,3,2.5,South of Market,1278,8
Single Family Residential,1425000,3,2,Bernal Heights,1430,107
Condo/Co-op,1450000,3,3.5,Bernal Heights,1634,109
Single Family Residential,1227000,3,2,Bernal Heights,1240,96
Condo/Co-op,1500000,3,3,Glen Park,1625,53
Single Family Residential,1200000,3,1,Bernal Heights,1335,106
Single Family Residential,1000000,3,2,Bernal Heights,1207,54
Single Family Residential,1425000,3,2,Bernal Heights,1240,54
Multi-Family (2-4 Unit),1050000,3,2,Bernal Heights,1605,106
Single Family Residential,1260000,3,2,Outer Sunset,1196,77
Single Family Residential,1385000,3,1.5,Outer Sunset,1493,71
Single Family Residential,1442000,3,2,Outer Sunset,1704,68
Condo/Co-op,1000000,3,1.5,Twin Peaks,1523,29
Single Family Residential,1500000,3,1.5,Twin Peaks,1600,104
Single Family Residential,1300000,3,2,Outer Sunset,1214,73
Condo/Co-op,1410000,3,1,Noe Valley,1257,112
Condo/Co-op,1300000,3,2,Bernal Heights,1275,20
Single Family Residential,1153000,3,2,Bernal Heights,1335,106
Condo/Co-op,1329000,3,2,Alamo Square,1303,114
Condo/Co-op,1400000,3,1,Lower Pacific Height,1475,118
Single Family Residential,1300000,3,1.5,Outer Sunset,1430,77
Single Family Residential,1200000,3,1,Central Richmond,750,106
Single Family Residential,1406668,3,2,Central Richmond,1762,77
Condo/Co-op,1160000,3,2,North Waterfront,1087,43
Condo/Co-op,1390000,3,2,Parnassus/Ashbury Heights,1850,118
Single Family Residential,1300000,3,1,Outer Sunset,1550,72
Single Family Residential,1500000,3,1.5,Outer Richmond,1680,80
Condo/Co-op,1250000,3,2,Outer Sunset,1722,26
Single Family Residential,1159900,3,1,Outer Sunset,1214,73
Condo/Co-op,1210000,3,2,Central Sunset,1108,94
Single Family Residential,1350000,3,1,Crocker Amazon,1550,102
Condo/Co-op,1400000,3,1,Parnassus/Ashbury Heights,1615,109
Single Family Residential,1210000,3,2.5,Bayview,1910,34
Single Family Residential,760000,3,2,Bayview,1250,23
Single Family Residential,850000,3,1,Bayview,995,74
Single Family Residential,975000,3,2,Bayview,1604,95
Condo/Co-op,1475000,3,1,Inner Sunset,1361,115
Townhouse,1450000,3,3.5,Central Sunset,1980,17
Single Family Residential,1450000,3,2,Central Sunset,1294,96
Condo/Co-op,1500000,3,1,Alamo Square,1613,113
Single Family Residential,1285000,3,2,Outer Richmond,1825,118
Single Family Residential,1500000,3,2,Bernal Heights,1380,68
Condo/Co-op,1280000,3,1.25,Telegraph Hill,1400,111
Single Family Residential,3380000,3,3,Lone Mountain,2625,77
Single Family Residential,2065000,3,2,Inner Sunset,1809,80
Condo/Co-op,4950000,3,4,South Beach,2970,9
Single Family Residential,2400000,3,1,Eureka Valley/Dolore,1295,108
Single Family Residential,2225000,3,2,Bernal Heights,1807,55
Single Family Residential,2800000,3,2.5,Bernal Heights,1875,28
Condo/Co-op,1850000,3,2,Inner Mission,2350,15
Condo/Co-op,2550000,3,2,Inner Mission,1752,0
Multi-Family (2-4 Unit),2185000,3,3,Inner Mission,2342,109
Condo/Co-op,2400000,3,3,Inner Mission,2988,118
Single Family Residential,1885000,3,1,Bernal Heights,1424,76
Single Family Residential,2410000,3,3.5,Bernal Heights,1810,68
Condo/Co-op,2100000,3,1.5,Mission Dolores,1650,109
Single Family Residential,2900000,3,3,Eureka Valley/Dolore,1850,118
Single Family Residential,4700000,3,3,Eureka Valley/Dolore,2337,106
Condo/Co-op,1950000,3,2,South of Market,1630,10
Single Family Residential,2500000,3,3,Lower Pacific Height,2360,118
Condo/Co-op,2850000,3,2,Marina,2086,88
Multi-Family (2-4 Unit),1810000,3,1,Glen Park,2700,92
Single Family Residential,1880000,3,3.5,Diamond Heights,2421,49
Condo/Co-op,1905000,3,3,Hayes Valley,1764,112
Condo/Co-op,1885000,3,3,Inner Mission,2119,14
Single Family Residential,1925000,3,2,Bernal Heights,1507,89
Condo/Co-op,5455000,3,3,South Beach,2692,0
Condo/Co-op,3570000,3,3,Van Ness/Civic Center,2076,1
Condo/Co-op,2500000,3,2,Nob Hill,1407,9
Single Family Residential,3564875,3,2.5,Russian Hill,2090,112
Condo/Co-op,2650000,3,2,Nob Hill,1851,7
Single Family Residential,1900000,3,1.5,Parnassus/Ashbury Heights,1665,103
Condo/Co-op,2850000,3,2,Marina,1729,94
Condo/Co-op,1775000,3,2,Jordan Park/Laurel Heights,1417,108
Condo/Co-op,1800000,3,2.5,Inner Richmond,1856,113
Condo/Co-op,2200000,3,3,Inner Richmond,2310,113
Single Family Residential,2150000,3,2,Central Richmond,2408,82
Single Family Residential,1800000,3,2.5,Central Richmond,2216,95
