personid,expgroup,performance,performance_pre,age,tenure,grosswage,children,commute,married
107078,3,-.620103,.95098752,,,,,,
107082,3,-.58417612,.31122911,,,,,,
107086,3,-.88457793,-.61758494,,,,,,
107092,3,-.72749859,-.82785571,,,,,,
107096,3,-.59410495,-.61370367,,,,,,
107098,3,-.36968914,-.62533367,,,,,,
107102,3,.43970311,-.64574653,,,,,,
107110,3,-.18525556,-.3808454,,,,,,
107124,3,-.44093376,.60326022,,,,,,
107136,3,-.43751714,-.4790166,,,,,,
107154,3,-1.2343309,-1.3866849,,,,,,
107158,3,.18743721,-.44982359,,,,,,
107164,3,-.071803652,-.34592134,,,,,,
107186,3,-.60343879,.066912234,,,,,,
107188,3,-.1552138,-.29702306,,,,,,
107190,3,-.59404022,.34826654,,,,,,
107192,3,-.37946448,-.15206181,,,,,,
107198,3,-2.0050638,-1.4115956,,,,,,
107200,3,-.15686613,-.56224805,,,,,,
107202,3,-.097167961,-.60389334,,,,,,
107204,3,.25502789,-.1488179,,,,,,
107206,3,-.43663812,-.46949527,,,,,,
107210,3,.10251535,-.52033961,,,,,,
107214,3,-.86592227,-.9056645,,,,,,
107228,3,-.24168153,-.97155499,,,,,,
107230,3,-.028408067,-.68716699,,,,,,
107232,3,.4909094,-.81825703,,,,,,
107234,3,.24225168,-.64920551,,,,,,
107238,3,.20436083,-.66010529,,,,,,
107244,3,.68976611,-.33388579,,,,,,
107248,3,-.82677495,-.68034798,,,,,,
107254,3,-.19664703,-.52287233,,,,,,
107256,3,-.044255141,-.22766811,,,,,,
107258,3,-.71478951,-.79794163,,,,,,
107264,3,-.17894685,-.47813347,,,,,,
107272,3,-1.0693759,-.60509151,,,,,,
107278,3,-.36570206,-.63117945,,,,,,
107282,3,-.3872824,-.62337977,,,,,,
107284,3,-.52639854,-1.0059605,,,,,,
107286,3,-.44968396,-.55114263,,,,,,
107288,3,.31836072,-.12074371,,,,,,
107292,3,-.56134969,-.99977511,,,,,,
107294,3,.30801177,-.087835543,,,,,,
107298,3,-.40974757,-.84796625,,,,,,
107302,3,-.037286066,-.39599466,,,,,,
107304,3,.094203308,-.082070112,,,,,,
107306,3,-.53527415,-.9152739,,,,,,
107308,3,-.42417747,-.41183344,,,,,,
107310,3,-.060035154,-.4542504,,,,,,
107312,3,.12488334,-.61112332,,,,,,
107314,3,-.014882612,-.4734163,,,,,,
107316,3,-.052884202,-.80106658,,,,,,
107318,3,.82523865,.14465736,,,,,,
107324,3,-.82445526,-.57971549,,,,,,
107326,3,-.68612921,-.70788193,,,,,,
107328,3,-1.209794,-.61786771,,,,,,
107330,3,.15377967,-1.0265144,,,,,,
107332,3,-.30554527,-.067690305,,,,,,
107334,3,-.089064971,-.69281375,,,,,,
107336,3,.15200569,-.69365072,,,,,,
107338,3,.33131853,-.22955494,,,,,,
107340,3,-.25264385,-.85584593,,,,,,
107342,3,.25634122,-.93407613,,,,,,
107344,3,-1.1526767,-.36907381,,,,,,
107348,3,-.072829135,-.61297935,,,,,,
107350,3,-.46448773,-.24946634,,,,,,
107356,3,.06343323,-.20981853,,,,,,
107360,3,-.23301329,-.48879832,,,,,,
107364,3,-.16473472,-.72877246,,,,,,
107368,3,.02112188,-.7487902,,,,,,
107370,3,-1.0283059,-.90710026,,,,,,
107372,3,-.40170398,-.79300612,,,,,,
107374,3,-.13524182,-.45509958,,,,,,
107376,3,.38115984,.21866921,,,,,,
107378,3,-.11243179,-.51859128,,,,,,
107380,3,-.2045413,-.15466504,,,,,,
107382,3,-.20029597,-.70403314,,,,,,
107384,3,.15036269,-.25110805,,,,,,
107386,3,-.26357991,-.54296577,,,,,,
107388,3,-.37147,-.97718197,,,,,,
107390,3,-.77234614,-.65363473,,,,,,
107392,3,-.99427891,-.78237808,,,,,,
107394,3,-.2572926,-.7989319,,,,,,
107396,3,-.69366556,-.19247447,,,,,,
107398,3,-1.0246415,-.25451335,,,,,,
107400,3,-.4649916,-.77757812,,,,,,
107402,3,.56172413,.15518063,,,,,,
107406,3,-1.1635259,-.68359429,,,,,,
107410,3,-.32552925,-.65079319,,,,,,
107416,3,-1.4696959,-1.2969455,,,,,,
107418,3,.39859679,-.6735217,,,,,,
107420,3,.31706834,-.59995091,,,,,,
107422,3,-.55983293,-.38724285,,,,,,
107432,3,-.3645826,-.39988697,,,,,,
107434,3,-.42173523,.005174594,,,,,,
107436,3,.75969112,-.58734506,,,,,,
107438,3,-.56193674,-.74022734,,,,,,
107442,3,.022024037,-1.0045134,,,,,,
107444,3,1.0876573,-.15574589,,,,,,
107446,3,.23241065,-.18532936,,,,,,
107448,3,-.10506468,-.65377492,,,,,,
107454,3,-.20794681,-1.04212,,,,,,
107460,3,.73873413,-.38441086,,,,,,
107462,3,.33866483,-.82038003,,,,,,
107464,3,-.43362087,-.86236179,,,,,,
107468,3,-.22317719,-1.0253567,,,,,,
107470,3,-.12027844,-.83457619,,,,,,
107472,3,.37020391,-.5180952,,,,,,
107474,3,-.5332911,-.36884874,,,,,,
107476,3,-.79400307,-.25065857,,,,,,
107480,3,-.092576638,.10426756,,,,,,
107482,3,.096799269,-.56021214,,,,,,
107484,3,-.45261168,-.31932095,,,,,,
107488,3,.28718513,-.6148141,,,,,,
107490,3,1.1951802,-.11125085,,,,,,
107492,3,.54136187,-.48427016,,,,,,
107494,3,.29267645,-.25972053,,,,,,
107496,3,-.64639527,-.87918657,,,,,,
107498,3,1.0504391,-.47299427,,,,,,
107500,3,-.55573738,-.60082531,,,,,,
107502,3,-.40560654,-.35442886,,,,,,
107510,3,-.12508792,-.59330708,,,,,,
107512,3,.029868478,-.73932815,,,,,,
107514,3,-.080438443,-.53756613,,,,,,
107516,3,-.49066275,-.8296904,,,,,,
107518,3,1.0107763,-.1430213,,,,,,
107520,3,1.3522632,-.33567497,,,,,,
107522,3,-.27237624,-.53376007,,,,,,
107532,3,.040803634,-.39736164,,,,,,
107534,3,.34072906,-.95029861,,,,,,
107536,3,.16991685,-.72874665,,,,,,
107538,3,-1.1475954,-.14033407,,,,,,
107540,3,-.6930393,-.50595039,,,,,,
107546,3,1.022193,-.16389884,,,,,,
107548,3,.25336453,-.58914542,,,,,,
107550,3,-.004753829,-.62072676,,,,,,
107552,3,-.077886425,-.56946474,,,,,,
107554,3,.038232304,-.63695109,,,,,,
107556,3,-.92859548,-.30859244,,,,,,
107558,3,-.26402599,-.18874225,,,,,,
107564,3,-.031271581,-.46912336,,,,,,
107670,3,-.26003686,.15097612,,,,,,
107848,3,-.32237434,-.19182618,,,,,,
107878,3,-1.6959627,-.24230053,,,,,,
108534,3,.22846685,-.28904432,,,,,,
108652,3,-.32021108,-.4344995,,,,,,
108846,3,.76475209,-.59051925,,,,,,
109106,3,-.95713234,-.92655629,,,,,,
110108,3,.53151071,-1.1894808,,,,,,
110456,3,.86129951,-3.5566032,,,,,,
111042,3,-2.3547404,-1.8721573,,,,,,
113532,3,-.60354817,-.52751172,,,,,,
114392,3,-1.0438691,.29109383,,,,,,
114662,3,-.54046595,1.1081303,,,,,,
115300,3,-.31704023,-.50452292,,,,,,
115452,3,.51668572,.35529542,,,,,,
115454,3,-1.0380553,-.78013229,,,,,,
115466,3,-1.9406592,-1.0589663,,,,,,
117064,3,-1.0554096,-.9855001,,,,,,
117616,3,-.94567144,.11128091,,,,,,
118346,3,-.95693988,-.84849524,,,,,,
118996,3,-1.1923895,.33106241,,,,,,
119144,3,-.92668289,.57124501,,,,,,
119172,3,-2.2248819,-1.3580441,,,,,,
119356,3,-.62096918,-.52206665,,,,,,
119436,3,-3.5322618,-.1349,,,,,,
119544,3,-.97508425,-.20597951,,,,,,
119558,3,-1.0421278,-.96658188,,,,,,
119808,3,-1.0638801,-1.0552235,,,,,,
119876,3,-1.7500331,-1.9668567,,,,,,
120486,3,-1.0486126,-.98659772,,,,,,
120594,3,-1.5838177,-1.7572643,,,,,,
120790,3,-.24942605,.66696095,,,,,,
120808,3,-2.1808839,-1.6442598,,,,,,
121312,3,-.91654438,.24240777,,,,,,
121458,3,-3.2929742,-1.0006896,,,,,,
121678,3,-1.5452418,.47974715,,,,,,
122136,3,.84554619,.74695075,,,,,,
122180,3,-3.4322147,-.84767896,,,,,,
122190,3,.76376718,.80956519,,,,,,
122316,3,-.47130182,.94677097,,,,,,
122888,3,-1.039287,.019597052,,,,,,
122908,3,-.24620104,-1.1196295,,,,,,
123106,3,-.33781776,-.31736404,,,,,,
123142,3,-.36772603,-.40854749,,,,,,
123382,3,-3.4194257,-3.4497485,,,,,,
123396,3,-1.0592579,-.97747713,,,,,,
123934,3,-.14219396,.82909626,,,,,,
124340,3,-.92089593,.56170881,,,,,,
124366,3,.10670146,.44295007,,,,,,
124530,3,-.01742656,1.1534405,,,,,,
124546,3,-.44451115,-.36677644,,,,,,
124578,3,-1.0464438,-.97943878,,,,,,
124586,3,-2.2718048,-1.6015785,,,,,,
124602,3,-1.2032428,.50077099,,,,,,
124606,3,.98745412,1.7572361,,,,,,
124836,3,-.26532272,1.5027493,,,,,,
124862,3,-1.7726049,.38094151,,,,,,
125062,3,-2.6066523,-1.7300175,,,,,,
125066,3,-2.3006172,-1.3890514,,,,,,
125074,3,-.93790048,.44041476,,,,,,
125078,3,.43127924,-.53345466,,,,,,
125096,3,-2.0268028,-1.570524,,,,,,
125516,3,-.43962872,-.55381823,,,,,,
126144,3,-1.0483487,1.2158991,,,,,,
126198,3,-.50052649,.50783116,,,,,,
126280,3,-1.8452539,.11929859,,,,,,
126282,3,-1.7023115,.59372902,,,,,,
126322,3,-1.9284672,-1.0093788,,,,,,
126338,3,-1.6909811,1.1512202,,,,,,
126620,3,-3.0106056,-2.9747825,,,,,,
127364,3,-.98806846,.22388513,,,,,,
127518,3,-.86456448,-.53154129,,,,,,
127866,3,-.31477094,.077683657,,,,,,
128220,3,-.41766354,-.30107737,,,,,,
128222,3,.063376687,.38326448,,,,,,
128402,3,-.14983292,.74196845,,,,,,
128564,3,-1.9609128,1.8189114,,,,,,
128660,3,-2.8247926,-2.3513806,,,,,,
128684,3,-1.0352521,-.58397269,,,,,,
128748,3,-.58815289,.81555355,,,,,,
128942,3,-.90724593,-.44055375,,,,,,
129012,3,.33517459,-.48091605,,,,,,
129206,3,-.45650485,-.5612545,,,,,,
129488,3,-.25259516,-.942249,,,,,,
129558,3,-.92812961,.87072092,,,,,,
129564,3,-.96488184,.34532213,,,,,,
129624,3,.0066353017,.62169713,,,,,,
129630,3,-.48880583,1.7216196,,,,,,
129652,3,-.17968298,-.1155149,,,,,,
129664,3,.99532127,-.27549946,,,,,,
130070,3,-1.4012166,-1.385703,,,,,,
130094,3,-1.9343426,1.0824633,,,,,,
130264,3,-.11689436,-.61670303,,,,,,
130422,3,-.19896944,.36102715,,,,,,
130854,3,-3.1250587,-.077133372,,,,,,
130858,3,-1.3525443,.8302241,,,,,,
130864,3,.031763002,.31737262,,,,,,
130878,3,-.62543947,-.56392401,,,,,,
130882,3,-1.1310471,-.44666785,,,,,,
130884,3,-.20192587,-.0039874064,,,,,,
130888,3,-.34243804,-.22524379,,,,,,
130902,3,-.91905087,-.54576033,,,,,,
130910,3,-.011190844,.55673194,,,,,,
130914,3,-2.7220204,-.70487922,,,,,,
130918,3,-.0060903998,.23514979,,,,,,
130920,3,-1.2787325,1.2890624,,,,,,
130974,3,-1.8726286,-1.7920487,,,,,,
130976,3,-.52303267,1.881706,,,,,,
130980,3,-2.0984306,-2.1125431,,,,,,
130990,3,.36339104,.71580559,,,,,,
130996,3,-.6017065,1.8478707,,,,,,
131002,3,.084801681,.16868761,,,,,,
131008,3,.91584176,1.0116062,,,,,,
131020,3,.23800328,.12991327,,,,,,
131022,3,-.11434449,-.056545652,,,,,,
131028,3,-2.14411,1.7649583,,,,,,
131100,3,-.4987092,.17965309,,,,,,
131108,3,-1.1236209,-1.1233495,,,,,,
131146,3,.013934586,.87543344,,,,,,
131174,3,.13764928,.64523196,,,,,,
131182,3,-.61450511,1.1234453,,,,,,
131236,3,-2.0984077,.079248711,,,,,,
131304,3,-.029182646,.70082033,,,,,,
131312,3,-2.4783826,-2.0198958,,,,,,
131314,3,-.51262426,-.31534651,,,,,,
131322,3,-1.2876574,-.6318087,,,,,,
131324,3,-.29525566,.30062303,,,,,,
131326,3,-2.2068379,.040450506,,,,,,
131340,3,-2.9921086,-1.8587581,,,,,,
131346,3,-.59568071,-.27414098,,,,,,
131350,3,-.60999107,-.05467077,,,,,,
131352,3,.17936565,.57190704,,,,,,
131400,3,-1.9068687,.18613577,,,,,,
131408,3,-.056267899,-.20486726,,,,,,
131424,3,-.62270159,.6842342,,,,,,
131426,3,-1.3857971,.66283423,,,,,,
131434,3,-1.6683133,.20607543,,,,,,
131438,3,-.35378021,.52453029,,,,,,
131456,3,-.14392993,.046450861,,,,,,
131466,3,.43263814,1.5239903,,,,,,
131610,3,.79329336,1.1917268,,,,,,
131620,3,-3.4146812,-1.6297784,,,,,,
131622,3,-3.1323566,-1.8681885,,,,,,
131624,3,.0098278522,.45745635,,,,,,
131628,3,.0090602646,.27612737,,,,,,
131632,3,-1.1157581,-.48249581,,,,,,
131652,3,-.13579321,.54770237,,,,,,
131680,3,-.61490816,-.0033674862,,,,,,
131708,3,.1395946,.38477004,,,,,,
131722,3,-.23003647,.65735847,,,,,,
131770,3,-.11665839,.26260185,,,,,,
131772,3,-.34418431,1.9486061,,,,,,
131786,3,-2.0937164,1.2469275,,,,,,
131788,3,-.7270574,.4551082,,,,,,
131804,3,-.30356166,.96784931,,,,,,
131806,3,-.25899056,.059775356,,,,,,
131894,3,-.55073482,-.41305649,,,,,,
131908,3,-3.4048827,.10591989,,,,,,
131912,3,-1.1239214,-1.1243668,,,,,,
131924,3,-.55572754,.20140946,,,,,,
131962,3,-1.6729234,.97468799,,,,,,
131976,3,-.84769237,.065517932,,,,,,
131996,3,-1.9052547,-.21262626,,,,,,
131998,3,.90124667,1.7503133,,,,,,
132140,3,-.43134379,-.021180753,,,,,,
132152,3,-.52152038,.15648912,,,,,,
132154,3,-.2016726,-.14803553,,,,,,
132156,3,-.59243459,-.10634209,,,,,,
132158,3,-.53703171,-.095661037,,,,,,
132160,3,-.22483674,-.35561275,,,,,,
132164,3,-.85204446,-.46981221,,,,,,
132170,3,-1.340928,-.68346018,,,,,,
132176,3,-1.0982645,-.36411569,,,,,,
132178,3,-.84441662,-.36310488,,,,,,
132180,3,-2.2047508,-1.7466308,,,,,,
132184,3,-2.122381,-.85291719,,,,,,
132186,3,-2.4369168,-.45938143,,,,,,
132188,3,-.06400758,.51289535,,,,,,
132220,3,-1.0256599,.13443245,,,,,,
132226,3,-.016963303,-.1694448,,,,,,
132228,3,-.81588799,.79608232,,,,,,
132234,3,.031371564,.073438548,,,,,,
132236,3,-2.094156,-1.0621202,,,,,,
132252,3,-.68132639,-.69401467,,,,,,
132254,3,-.20624024,-.092757039,,,,,,
132286,3,1.2701961,1.5750946,,,,,,
132302,3,-.27704719,.12860836,,,,,,
132310,3,-2.7779708,-1.9734892,,,,,,
132316,3,.113523,.39493158,,,,,,
132328,3,.081119858,.93990213,,,,,,
132330,3,-.22939631,.28167695,,,,,,
132332,3,-1.2754632,-1.0733371,,,,,,
132338,3,-2.9153707,-2.362385,,,,,,
132346,3,-2.6705639,-1.9137455,,,,,,
132348,3,-.25190398,.36413381,,,,,,
132350,3,-.39273983,-.017702663,,,,,,
132402,3,1.2203468,.44540128,,,,,,
132420,3,-.61330295,.983136,,,,,,
132432,3,-1.5483966,.63329887,,,,,,
132438,3,-.58890784,1.6093916,,,,,,
132466,3,.096736401,-.54344308,,,,,,
132468,3,-.038433235,.52697122,,,,,,
132472,3,-1.9447089,-1.6208506,,,,,,
132474,3,-2.7182827,-.43895951,,,,,,
132480,3,-.64287519,-.30574679,,,,,,
132486,3,-.64848191,.18281895,,,,,,
132488,3,-.37586066,-.1535292,,,,,,
132492,3,-.26335377,.33468366,,,,,,
132504,3,-.53422773,-.2587688,,,,,,
132514,3,-2.4936833,-1.9293865,,,,,,
132516,3,-.99808192,-1.4401311,,,,,,
132520,3,.1292012,.10268325,,,,,,
132522,3,-.089478798,.3480497,,,,,,
132526,3,-.52638453,.62700093,,,,,,
132532,3,-.18019335,.39738476,,,,,,
132538,3,-.47485352,.025725091,,,,,,
132558,3,-1.7998635,.80104864,,,,,,
132562,3,-.57509488,-.024333451,,,,,,
132566,3,-1.0646186,-.16831866,,,,,,
132574,3,-.56886387,1.2554262,,,,,,
132578,3,-2.1105804,-1.9357327,,,,,,
132580,3,-1.5735424,-1.47519,,,,,,
132700,3,.11097504,.80684185,,,,,,
132702,3,-.71293056,.33185297,,,,,,
132710,3,.69061786,1.2797303,,,,,,
132714,3,-.84673089,-.1194196,,,,,,
132718,3,-.70589215,-.021422921,,,,,,
132724,3,-.16247308,.38222989,,,,,,
132726,3,-.10414198,.12424941,,,,,,
132732,3,-.37551019,-.29526687,,,,,,
132734,3,-1.1238921,-1.1222068,,,,,,
132750,3,-.19795159,-.29335195,,,,,,
132752,3,-.031939633,.3191539,,,,,,
132756,3,-.050976079,.50790775,,,,,,
132758,3,-.10247303,.27316543,,,,,,
132760,3,-.96064955,.11622375,,,,,,
132766,3,-.070481472,.77821118,,,,,,
132770,3,.40311766,.77500325,,,,,,
132782,3,-.30457118,.45614135,,,,,,
132784,3,.051045824,.23990878,,,,,,
132786,3,-.027853176,.69799602,,,,,,
132790,3,-2.6345835,-.32436949,,,,,,
132792,3,-2.3084121,.02446042,,,,,,
132798,3,.10637031,.7613585,,,,,,
132806,3,.2735137,.5166015,,,,,,
132808,3,-.25262481,.18327039,,,,,,
132812,3,-.29516578,.0081647746,,,,,,
132820,3,-.33442825,-.0053044232,,,,,,
132830,3,.027259381,.36706284,,,,,,
132832,3,1.1983598,1.2090242,,,,,,
132864,3,-.84479058,-.27758434,,,,,,
132884,3,-.20706904,.78975111,,,,,,
132892,3,.019061456,.35492861,,,,,,
132894,3,.51099807,.5730446,,,,,,
132900,3,.1946767,-.14545853,,,,,,
132904,3,.37880537,.58423233,,,,,,
132906,3,.10412248,.47305542,,,,,,
132916,3,.61975956,.32651016,,,,,,
132918,3,-.53430772,.18479973,,,,,,
132922,3,-.42607296,.49852601,,,,,,
133078,3,-2.2011642,-1.5140306,,,,,,
133082,3,.16137102,.52881253,,,,,,
133084,3,-.81041867,-.11124221,,,,,,
133092,3,.50747883,1.1201109,,,,,,
133102,3,.017550036,.70037532,,,,,,
133110,3,-2.5629163,-1.8921783,,,,,,
133112,3,.10798702,.6433453,,,,,,
133116,3,.34066585,.68419689,,,,,,
133122,3,-1.421953,-1.3416196,,,,,,
133124,3,-.041517079,.75864762,,,,,,
133134,3,.13361941,.10835134,,,,,,
133136,3,.69161648,1.3525649,,,,,,
133140,3,-1.972253,-1.5257362,,,,,,
133280,3,-1.469269,.170895,,,,,,
133306,3,-.20623867,.32285139,,,,,,
133334,3,-.22721872,.062564641,,,,,,
133338,3,-.76426494,-.14776824,,,,,,
133374,3,-1.9205879,-.056845374,,,,,,
133402,3,-.24064738,-.093657158,,,,,,
133422,3,1.9499836,.71046245,,,,,,
133478,3,-.73207027,-.29062313,,,,,,
133486,3,.14077052,.77334756,,,,,,
133494,3,-2.8668427,-.11055744,,,,,,
133498,3,-.55087996,-.072591372,,,,,,
133502,3,-2.117075,.11242792,,,,,,
133508,3,.99520874,1.0739816,,,,,,
133596,3,-1.6267943,.20291568,,,,,,
133606,3,-.6708529,-.38547516,,,,,,
133612,3,.26410663,.62585163,,,,,,
133618,3,-2.8727088,-2.2654402,,,,,,
133626,3,-2.0820265,-1.6556361,,,,,,
133628,3,.50311571,1.0467266,,,,,,
133630,3,-.68751591,.30430317,,,,,,
133642,3,-.059609246,.57186204,,,,,,
133644,3,-.65869325,.10370465,,,,,,
133648,3,-.13124338,.1443906,,,,,,
133650,3,-1.1137215,-.34550321,,,,,,
133652,3,-.4564693,.16221772,,,,,,
133662,3,-.34517771,.16274306,,,,,,
133668,3,-.63613194,-.13248917,,,,,,
133674,3,-3.1320436,.004957376,,,,,,
133676,3,-.6620245,-.30776313,,,,,,
133680,3,-.43088397,.20570022,,,,,,
133682,3,-.59855878,.52339363,,,,,,
133688,3,.313936,-.9496268,,,,,,
133690,3,-.14063019,.42621151,,,,,,
133872,3,-.13104333,-.10794898,,,,,,
133878,3,-1.2533904,-.63976473,,,,,,
133896,3,-1.7097192,-1.6661813,,,,,,
133916,3,-.41863889,.4614445,,,,,,
133918,3,.097916909,.32113731,,,,,,
133936,3,-.85051715,.086903766,,,,,,
133942,3,-.031754244,.27503505,,,,,,
133946,3,-.61269248,-.26409933,,,,,,
133954,3,-.46796575,-.010275505,,,,,,
133956,3,-.041753687,.46586263,,,,,,
133966,3,.14708823,.73802096,,,,,,
133972,3,.086888678,.29380554,,,,,,
133986,3,-1.1448885,.20216057,,,,,,
134004,3,-1.550756,.87574643,,,,,,
134022,3,-1.793026,-1.8521903,,,,,,
134034,3,.092512555,.22818564,,,,,,
134040,3,-.11203282,.60403264,,,,,,
134046,3,-1.7215006,.70852923,,,,,,
134050,3,-1.9148866,.34883374,,,,,,
134058,3,-1.5010606,-.19868363,,,,,,
134066,3,.56184584,.6215691,,,,,,
134076,3,-.569929,.0033886211,,,,,,
134086,3,-1.515789,.20832014,,,,,,
134116,3,-.99474174,.065205924,,,,,,
134118,3,.69848454,.34977412,,,,,,
134388,3,-1.121634,-1.1228302,,,,,,
134398,3,-.21447204,.13948199,,,,,,
134400,3,-.56220418,-.20836881,,,,,,
134410,3,-.34698966,.1270228,,,,,,
134412,3,-.032016758,.55077964,,,,,,
134426,3,-.68840688,.65901011,,,,,,
134440,3,-.97710335,-.79182023,,,,,,
134444,3,.41904116,.51789594,,,,,,
134446,3,-.98296142,.023268003,,,,,,
134468,3,.10423772,.78308135,,,,,,
134486,3,-.57791674,.61763334,,,,,,
134490,3,.17443573,.91134679,,,,,,
134498,3,.1352492,.23717013,,,,,,
134502,3,-2.6169665,-.06066421,,,,,,
134512,3,.20741694,.67691928,,,,,,
134522,3,-1.7193673,-.14131358,,,,,,
134524,3,.47225949,.65367413,,,,,,
134568,3,.41099742,.48108149,,,,,,
134570,3,-.20509975,-.086030141,,,,,,
134576,3,-.6081382,1.5319116,,,,,,
134586,3,-1.3249881,-.91148502,,,,,,
134674,3,-.22751373,-.078975767,,,,,,
134676,3,.030254528,.16112408,,,,,,
134684,3,-.21550789,.14110313,,,,,,
134686,3,-.18900283,.34037814,,,,,,
134688,3,-2.6764059,-1.9928826,,,,,,
134690,3,-.14990129,.81095523,,,,,,
134700,3,-.65883833,-.13120213,,,,,,
134704,3,-.66647291,-.10523066,,,,,,
134712,3,-2.4264095,-.68028665,,,,,,
134718,3,-.15928668,.21623045,,,,,,
134724,3,.34750304,1.3854511,,,,,,
134884,3,-.27534744,.54005599,,,,,,
134888,3,-.043487664,.66125065,,,,,,
134930,3,-.45252439,-.28252798,,,,,,
134936,3,-.83674866,.5795728,,,,,,
134950,3,-.031847246,.56859952,,,,,,
134954,3,-.099798582,-.01154526,,,,,,
134958,3,-1.3302335,.177267,,,,,,
134962,3,-1.869048,.13768059,,,,,,
134992,3,-.62110484,-.10789721,,,,,,
134996,3,-.37298265,-.097554632,,,,,,
134998,3,-2.386224,-.14010584,,,,,,
135004,3,-2.2755694,.28419748,,,,,,
135008,3,-.79823685,-.12865585,,,,,,
135012,3,.036379874,.22379547,,,,,,
135014,3,.034952413,.50513572,,,,,,
135018,3,-1.5614766,.44733313,,,,,,
135052,3,-.48641965,-.12838618,,,,,,
135054,3,-1.9078331,1.4829251,,,,,,
135058,3,-.56533867,-.44414109,,,,,,
135064,3,.24798179,2.1433651,,,,,,
135084,3,-.18020044,-.39755255,,,,,,
135086,3,-2.0062273,.62513816,,,,,,
135090,3,.040181357,.34126776,,,,,,
135114,3,.31845456,.50867808,,,,,,
135116,3,-1.6382132,-.94810104,,,,,,
135142,3,.062468477,.23512827,,,,,,
135144,3,-.33806118,1.1180146,,,,,,
135158,3,-1.8597759,.59149247,,,,,,
135160,3,-.49339494,.044240247,,,,,,
135178,3,-.40874264,-.58928686,,,,,,
135180,3,-.12630327,.45637909,,,,,,
135182,3,-.3913967,.61680514,,,,,,
135184,3,-.32698318,.55694717,,,,,,
135188,3,-.0054717534,.4880138,,,,,,
135192,3,-2.6513274,-.32113782,,,,,,
135196,3,.090272166,.37435034,,,,,,
135300,3,-.1730289,.13478567,,,,,,
135304,3,-2.6461413,.37218818,,,,,,
135308,3,-.35081577,.29179531,,,,,,
135312,3,-.81412071,-.26399726,,,,,,
135320,3,-.76980191,-.30501479,,,,,,
135328,3,.13977131,.33365282,,,,,,
135330,3,.41277775,.35794696,,,,,,
135340,3,-2.5524428,.1329985,,,,,,
135348,3,-.17947365,.48267543,,,,,,
135374,3,-.21317351,-.013258751,,,,,,
135380,3,-2.4710083,.10752101,,,,,,
135384,3,-2.5281935,.13875532,,,,,,
135390,3,-1.5054158,.20490411,,,,,,
135392,3,-.13733439,.43567154,,,,,,
135496,3,-1.1595081,.096864015,,,,,,
135502,3,-2.2040145,.029730828,,,,,,
135504,3,-.016517013,.58075392,,,,,,
135512,3,-2.3760667,-.19555064,,,,,,
135514,3,-.0048856288,.22155458,,,,,,
135520,3,-.35229066,.3410508,,,,,,
135524,3,-.22018631,.071505241,,,,,,
135530,3,-.21822646,.5281381,,,,,,
135532,3,.2281331,.62798834,,,,,,
135540,3,.14467274,.81196511,,,,,,
135544,3,-.38971934,-.019370131,,,,,,
135546,3,-.20012665,.14998515,,,,,,
135548,3,-2.3138857,-.038474493,,,,,,
135550,3,.092888013,.34684825,,,,,,
135558,3,.056270033,.36304504,,,,,,
135560,3,-.70279193,.62304944,,,,,,
135564,3,-2.9422133,-.62852335,,,,,,
135638,3,-.68187451,-.010739599,,,,,,
135642,3,.25462687,.3670451,,,,,,
135646,3,-.91049373,.20733401,,,,,,
135652,3,.13372369,.55573219,,,,,,
135656,3,-.99108857,-.01785218,,,,,,
135660,3,-.23088852,-.20215844,,,,,,
135674,3,-.37949592,-.014099376,,,,,,
135680,3,-1.9631455,-.20231465,,,,,,
135684,3,.64343667,.88516289,,,,,,
135692,3,-.35353553,.10058873,,,,,,
135696,3,-.10224865,.64392459,,,,,,
135702,3,-1.6125935,.12705119,,,,,,
135746,3,-2.018229,.60331166,,,,,,
135754,3,-.54431576,-.53577787,,,,,,
135756,3,-.48305994,-.46035108,,,,,,
135810,3,.61384445,.68350482,,,,,,
135816,3,-1.6300675,.46690294,,,,,,
135818,3,-1.4382269,.23099412,,,,,,
135826,3,.23586774,.30108029,,,,,,
135828,3,-.24815032,.45524088,,,,,,
135836,3,.70450395,1.6589924,,,,,,
136024,3,-.23504263,.51016015,,,,,,
136026,3,-.10212284,.39130956,,,,,,
136030,3,-.59038705,-.4798075,,,,,,
136042,3,-.20633295,.14841694,,,,,,
136062,3,-.21162908,.027333461,,,,,,
136064,3,-.177389,.55850035,,,,,,
136068,3,.45587093,.74953622,,,,,,
136496,3,-.11465678,.49052709,,,,,,
136506,3,-.06819912,.24600214,,,,,,
136508,3,-1.8717444,.46339008,,,,,,
136526,3,-2.0380654,.0089076674,,,,,,
136618,3,-3.4250979,.87856162,,,,,,
136626,3,-.04225646,.24419145,,,,,,
136654,3,-1.129186,-.68302405,,,,,,
136668,3,-.79929268,-.40431458,,,,,,
136670,3,-.69194794,-.098285787,,,,,,
136672,3,-.34044814,-.3971501,,,,,,
136674,3,-3.0198669,-.43017942,,,,,,
136678,3,-.30056864,-.20114058,,,,,,
136684,3,-.23146023,-.043894056,,,,,,
136688,3,-.87077636,-.30284747,,,,,,
137394,3,.28446123,.25503176,,,,,,
137406,3,-.88797522,.13397558,,,,,,
137408,3,-.40981284,.88227421,,,,,,
