personid,expgroup,performance,performance_pre,age,tenure,grosswage,children,commute,married
104028,3,-.21095634,-.56455696,,,,,,
104032,3,-.42565814,.053829338,,,,,,
104034,3,-.26500872,.30593112,,,,,,
104040,3,-.79126954,-.52293783,,,,,,
104042,3,-.88840145,-.40609872,,,,,,
104044,3,-.30858099,.36616144,,,,,,
104046,3,-.23449273,-.13426244,,,,,,
104054,3,-.51381207,-.22055142,,,,,,
104058,3,-.54882634,.012985983,,,,,,
104066,3,-.75230634,-.22811817,,,,,,
104090,3,-.50479424,-.33333668,,,,,,
104092,3,-.22470024,-.41877767,,,,,,
104100,3,-.21000777,.16433066,,,,,,
104102,3,.07051377,.21180518,,,,,,
104104,3,.17199495,.73281163,,,,,,
104106,3,-.15044652,-.35832798,,,,,,
104110,3,.39529008,.55283767,,,,,,
104112,3,-.36148086,.3002916,,,,,,
104124,3,-.70869493,-.14222629,,,,,,
104126,3,-.18537501,-.038612828,,,,,,
104128,3,-.12798011,.060650572,,,,,,
104132,3,.37482581,.26882911,,,,,,
104134,3,-.042775035,.75196582,,,,,,
104144,3,.15826789,.31119716,,,,,,
104160,3,-.087585196,.51844949,,,,,,
104176,3,.0054331939,.75876659,,,,,,
104192,3,-.43428838,.48982778,,,,,,
104196,3,.58456731,.30651677,,,,,,
104198,3,.079214014,.15150593,,,,,,
104200,3,-.090014048,.22611132,,,,,,
104208,3,-.51124883,-.57507139,,,,,,
104212,3,2.7945395,1.5542191,,,,,,
104214,3,-.21433799,.17644617,,,,,,
104216,3,-.50626093,-.19586347,,,,,,
104222,3,-.49475098,-.089583576,,,,,,
104224,3,-.20855707,.67770499,,,,,,
104226,3,-.17887983,-.15296878,,,,,,
104236,3,.47098967,.82720244,,,,,,
104238,3,.34294564,.82045078,,,,,,
104242,3,-1.0434116,-.50345898,,,,,,
104244,3,-.42943767,.18363862,,,,,,
104250,3,-1.5165896,-.74725097,,,,,,
104252,3,.48742971,.82187259,,,,,,
104254,3,-.17935339,.45625338,,,,,,
104256,3,-.47962192,-.24620835,,,,,,
104258,3,-.40935937,.16188553,,,,,,
104264,3,.050968535,.27805459,,,,,,
104268,3,.57050222,.28133586,,,,,,
104284,3,.39244854,.40634623,,,,,,
104292,3,.23163618,.088420823,,,,,,
104294,3,.26956111,.44604996,,,,,,
104296,3,-.81653023,.061346259,,,,,,
104300,3,-.062780775,.18674302,,,,,,
104304,3,.38114703,.55306971,,,,,,
104310,3,.096400432,.15982869,,,,,,
104314,3,-.30298972,.41393283,,,,,,
104322,3,.50071973,.38993287,,,,,,
104326,3,.29861897,.31715336,,,,,,
104328,3,.66660333,.63805151,,,,,,
104334,3,.18129562,.52476358,,,,,,
104350,3,-.25818017,-.22805502,,,,,,
104352,3,-.56489265,.10031902,,,,,,
104354,3,.19258925,.6272651,,,,,,
104356,3,-.25955832,.52075434,,,,,,
104362,3,.49393198,1.0996766,,,,,,
104366,3,-.17669579,-.13672397,,,,,,
104368,3,.20358983,.47111282,,,,,,
104374,3,.57256591,.47003567,,,,,,
104376,3,-.31733531,.059227392,,,,,,
104386,3,.0063614058,-.038187385,,,,,,
104390,3,-.3074477,-.24847379,,,,,,
104394,3,-.40075612,-.24113439,,,,,,
104402,3,-.11492076,.24813224,,,,,,
104404,3,-.52421141,-.37790218,,,,,,
104408,3,-.29397106,-.13556668,,,,,,
104410,3,-.34985739,.042685959,,,,,,
104414,3,-.32322109,.32658571,,,,,,
104422,3,-.36513242,.58945203,,,,,,
104424,3,-.17310293,.30169171,,,,,,
104426,3,-.24013677,.2774716,,,,,,
104430,3,-1.0451479,.1973985,,,,,,
104432,3,-.1636453,.25368166,,,,,,
104434,3,.01783894,.26811358,,,,,,
104446,3,-.4923054,.15000394,,,,,,
104448,3,-.072320983,.19464362,,,,,,
104458,3,-.15423559,.36410239,,,,,,
104460,3,-.50209922,-.40515929,,,,,,
104470,3,-.1971653,.02974382,,,,,,
104472,3,-.040892281,.23390651,,,,,,
104474,3,-.67963874,-.21421796,,,,,,
104476,3,-.49115297,-.13313049,,,,,,
104486,3,-.06695129,.42671034,,,,,,
104488,3,-.36554712,.51858675,,,,,,
104492,3,.20215489,-.082559802,,,,,,
104494,3,-.078352928,.19935167,,,,,,
104498,3,.89079845,1.139413,,,,,,
104500,3,-1.2708024,.34785676,,,,,,
104502,3,-.27715886,-.18343055,,,,,,
104504,3,-.046525631,.016210914,,,,,,
104506,3,.39300486,.46408778,,,,,,
104512,3,-.53650796,-.40858316,,,,,,
104520,3,.13801873,.38560501,,,,,,
104524,3,-.002388878,.10707038,,,,,,
104528,3,-.82166004,-.37966651,,,,,,
104544,3,.33408892,.1161629,,,,,,
104546,3,.2775372,.55654114,,,,,,
104548,3,-1.0353093,-.080995858,,,,,,
104554,3,-.58650625,-.31979689,,,,,,
104556,3,.42909923,.92912352,,,,,,
104558,3,-.15052713,2.1936369,,,,,,
104576,3,-1.5608912,.19203681,,,,,,
104580,3,.66240573,.72377968,,,,,,
104594,3,.5469498,.8307811,,,,,,
104598,3,-.18204848,-.19055301,,,,,,
104604,3,1.1757009,1.0436814,,,,,,
104612,3,-.53192633,-.1221462,,,,,,
104622,3,.0046845181,.2879186,,,,,,
104632,3,-.04777592,-.16531788,,,,,,
104634,3,-.74238145,-.1607952,,,,,,
104636,3,.21570861,.35739645,,,,,,
104638,3,-.32488984,.91550523,,,,,,
104640,3,.031953,.1036512,,,,,,
104642,3,-.086140312,.041342951,,,,,,
104656,3,-.1703523,.107219,,,,,,
104678,3,-.67258376,-.10690752,,,,,,
104684,3,-.69333506,-.014606165,,,,,,
104698,3,.16732202,.13171154,,,,,,
104702,3,-.2317642,-.0071853888,,,,,,
104710,3,.010560296,.26985538,,,,,,
104712,3,-.23416682,.045252241,,,,,,
104714,3,-.43127897,.042584989,,,,,,
104716,3,-.10139954,.20220645,,,,,,
104720,3,.3099322,.48869097,,,,,,
104722,3,-.62056088,-.62921602,,,,,,
104728,3,-.78080952,-.64747018,,,,,,
104730,3,-.3148967,-.050126731,,,,,,
104732,3,.001667942,-.016792772,,,,,,
104738,3,-.47620028,.11821781,,,,,,
104740,3,-.26266649,.042358954,,,,,,
104746,3,.37069941,.45130318,,,,,,
104748,3,.15538892,.3949782,,,,,,
104752,3,.072959624,.10685378,,,,,,
104768,3,-.30024898,.29078317,,,,,,
104772,3,.5535835,.40635538,,,,,,
104774,3,.45551518,.55719709,,,,,,
104792,3,.06815394,.52316236,,,,,,
104794,3,-.050945304,.32400259,,,,,,
104796,3,-.28795511,-.10050625,,,,,,
104802,3,-.56497365,.7347824,,,,,,
104806,3,.66663527,.51360136,,,,,,
104808,3,-.35652521,-.056851082,,,,,,
104812,3,.72146791,.39692095,,,,,,
104818,3,-.43934819,-.31428409,,,,,,
104826,3,-.35970557,-.16837873,,,,,,
104828,3,-.029013781,.53250396,,,,,,
104832,3,-.51808584,-.66722214,,,,,,
104840,3,-.081274651,.2799139,,,,,,
104850,3,.78299087,.085579157,,,,,,
104852,3,-.12628597,.67606264,,,,,,
104856,3,-.63131726,.15288855,,,,,,
104858,3,-.19794139,.15246104,,,,,,
104860,3,-.027379358,.33067504,,,,,,
104868,3,-.49778748,-.3796376,,,,,,
104870,3,-.2936464,-.30850428,,,,,,
104874,3,-.027580999,-.26437092,,,,,,
104878,3,-.15578403,-.33980396,,,,,,
104880,3,-.43808022,.19013049,,,,,,
104886,3,-.031769939,.17281036,,,,,,
104888,3,-.075247869,.0022032012,,,,,,
104894,3,.15992105,.53946024,,,,,,
104912,3,-1.5489135,.45974472,,,,,,
104914,3,-.65738869,.43755731,,,,,,
104920,3,-2.1227362,1.0903467,,,,,,
104922,3,-.52728903,.230073,,,,,,
104926,3,.010142832,.78742403,,,,,,
104928,3,-.38474417,-.30505848,,,,,,
104930,3,-.80440611,.18472593,,,,,,
104932,3,-1.5253378,.30864018,,,,,,
104938,3,.17399377,.64711028,,,,,,
104942,3,.16528639,.18033513,,,,,,
104944,3,.41654709,.37477666,,,,,,
104958,3,.35562894,.36922249,,,,,,
104964,3,.78129119,.67375267,,,,,,
104970,3,.85072446,.98459619,,,,,,
104972,3,.28739429,.74295539,,,,,,
104980,3,-.17777526,.44699633,,,,,,
104990,3,.44358391,.85482216,,,,,,
104992,3,.13591655,-.36249632,,,,,,
104994,3,-1.6060641,.048648108,,,,,,
105004,3,.15229833,.19978262,,,,,,
105014,3,.2538673,.47242251,,,,,,
105026,3,.2321624,.44707993,,,,,,
105028,3,-.48962575,.32364884,,,,,,
105032,3,-.23693524,.30050856,,,,,,
105036,3,.33137634,.34098414,,,,,,
105038,3,-1.0536555,-.61631292,,,,,,
105042,3,.22458772,.81438941,,,,,,
105044,3,-.18157993,.4024488,,,,,,
105048,3,-.60076922,-.48709333,,,,,,
105050,3,-.070236519,.69628853,,,,,,
105068,3,-.69647157,-.19183578,,,,,,
105070,3,-.17101349,.35399202,,,,,,
105074,3,.012591987,.39132595,,,,,,
105076,3,-.50763011,-.0031985042,,,,,,
105082,3,-.13040346,.2159652,,,,,,
105084,3,-.2875368,-.14074342,,,,,,
105088,3,-.65051091,.029191533,,,,,,
105090,3,.31446037,.66443127,,,,,,
105092,3,.13124269,.12887935,,,,,,
105094,3,-.26579764,-.1044181,,,,,,
105096,3,-.58677566,-.016696142,,,,,,
105104,3,-.38257962,-.42451999,,,,,,
105106,3,.32457379,.10729884,,,,,,
105108,3,-1.3089359,.12686752,,,,,,
105112,3,-.42240304,.12817945,,,,,,
105114,3,-.54674923,-.070750996,,,,,,
105122,3,.16729872,.68983305,,,,,,
105130,3,-.62917596,-.05889672,,,,,,
105132,3,-1.1054771,-.3981804,,,,,,
105140,3,-.096898429,-.18842806,,,,,,
105148,3,.16967022,.60792762,,,,,,
105160,3,-.3577902,-.095011212,,,,,,
105162,3,-.24337025,.10423779,,,,,,
105168,3,.063908026,.37417829,,,,,,
105176,3,.13968575,.49275661,,,,,,
105178,3,.21766123,.55496627,,,,,,
105188,3,-.59279162,.50958133,,,,,,
105194,3,.25470632,.59781796,,,,,,
105198,3,.20214257,.45633915,,,,,,
105200,3,.50420123,.4952977,,,,,,
105202,3,.048012327,.10055137,,,,,,
105204,3,-.14823268,-.40124956,,,,,,
105210,3,-.025052531,.088814676,,,,,,
105212,3,.30550429,.4003427,,,,,,
105214,3,.023237554,.17260726,,,,,,
105230,3,-.75006318,-.52401841,,,,,,
105240,3,-.29746559,-1.11963,,,,,,
105246,3,.23034187,.46797565,,,,,,
105248,3,.19842118,.39245331,,,,,,
105256,3,-.14837709,.079686567,,,,,,
105258,3,-.18318069,.2215115,,,,,,
105262,3,-.44159496,-.08419694,,,,,,
105266,3,.22884773,-.01774078,,,,,,
105268,3,.023778714,.094489962,,,,,,
105272,3,-.18265076,-.22972323,,,,,,
105280,3,-.25040326,.031375054,,,,,,
105284,3,.085251451,.52345395,,,,,,
105290,3,.16003785,.49957177,,,,,,
105296,3,-.45855755,.018935883,,,,,,
105302,3,.23871017,-.064581104,,,,,,
105308,3,.58051509,.5105325,,,,,,
105310,3,-.37102711,.031979192,,,,,,
105312,3,-.22301598,.081927136,,,,,,
105316,3,-.089222282,.094278917,,,,,,
105320,3,-.13863197,.49639249,,,,,,
105324,3,-.34045836,-.12021781,,,,,,
105330,3,-.24599691,.38961467,,,,,,
105332,3,-.19502121,.16490005,,,,,,
105336,3,-.14543153,.65265787,,,,,,
105340,3,.15232669,.31549415,,,,,,
105342,3,.48754004,.28520611,,,,,,
105346,3,-.25902084,.1424689,,,,,,
105348,3,-.11137827,.25302437,,,,,,
105356,3,-2.4053316,.086873129,,,,,,
105360,3,-.46295959,.1767595,,,,,,
105368,3,.36284479,.077262618,,,,,,
105370,3,-.33094108,-.36426747,,,,,,
105372,3,.3855997,.12078808,,,,,,
105374,3,-.65466124,-.36693889,,,,,,
105376,3,-.050386675,.51915491,,,,,,
105378,3,-.10226853,.024584549,,,,,,
105380,3,.19906335,.33071572,,,,,,
105384,3,.32475004,.44838902,,,,,,
105388,3,-.002853523,.34076065,,,,,,
105392,3,.13061808,.19220403,,,,,,
105396,3,-.19114703,-.23982254,,,,,,
105398,3,-.31004515,.47920337,,,,,,
105400,3,.089822255,-.056241576,,,,,,
105402,3,-.053208902,.30949247,,,,,,
105404,3,-.55784565,-.19175738,,,,,,
105406,3,.089287981,.05240836,,,,,,
105412,3,-1.2813103,-.70154393,,,,,,
105416,3,-.28682384,-.16678563,,,,,,
105418,3,-.50540555,.31662646,,,,,,
105424,3,-.29565385,-.50339687,,,,,,
105426,3,-.55425465,-.12718965,,,,,,
105434,3,-.10959157,.18563738,,,,,,
105440,3,.1364222,-.052008711,,,,,,
105448,3,-.75923085,-.46702221,,,,,,
105452,3,-.10060492,-.089818753,,,,,,
105458,3,-.90896827,-.52204341,,,,,,
105460,3,-.55291259,.046602782,,,,,,
105462,3,.027553545,.19604386,,,,,,
105466,3,-.2089951,.0068812445,,,,,,
105468,3,.099651791,-.0040737833,,,,,,
105472,3,-.40148076,-.086596765,,,,,,
105474,3,.23689477,.43943542,,,,,,
105476,3,-.35042092,-.37726381,,,,,,
105484,3,.13084278,.64830798,,,,,,
105486,3,.20808366,.37936524,,,,,,
105488,3,-.35741904,-.00084970199,,,,,,
105492,3,-.29659373,-.34466976,,,,,,
105498,3,.049324665,-.18567388,,,,,,
105500,3,-.20080364,-.099027276,,,,,,
105508,3,-.52065772,-.4233503,,,,,,
105510,3,.90573561,1.0151571,,,,,,
105520,3,-.38292539,-.36723539,,,,,,
105522,3,-.10936455,-.14046358,,,,,,
105526,3,-.41140047,-.081257552,,,,,,
105530,3,.49083388,.20196749,,,,,,
105532,3,-.098463222,-.053375226,,,,,,
105536,3,.24579744,.56345737,,,,,,
105538,3,-.42408273,-.062566146,,,,,,
105550,3,.035553403,-.28781903,,,,,,
105552,3,-.31251779,.085883297,,,,,,
105566,3,-.055554755,.042527106,,,,,,
105570,3,-.39878035,-.25876227,,,,,,
105572,3,.44469923,.95732909,,,,,,
105574,3,-.069779009,-.20802709,,,,,,
105582,3,-.25304446,.12527116,,,,,,
105590,3,.20914012,.078186825,,,,,,
105594,3,.1318194,.28353551,,,,,,
105602,3,-.5083518,-.24617127,,,,,,
105610,3,-.29956096,.73717213,,,,,,
105624,3,.40870753,.54057699,,,,,,
105636,3,.25767708,-.1656585,,,,,,
105640,3,.81944758,.26841611,,,,,,
105648,3,-.98320526,-.17808078,,,,,,
105650,3,-.22896449,.040822953,,,,,,
105652,3,-.22575969,-.11743804,,,,,,
105654,3,-.01024023,-.018451652,,,,,,
105656,3,-.15412247,.034855589,,,,,,
105660,3,.2415231,.034208521,,,,,,
105662,3,-.010846923,-.13455579,,,,,,
105664,3,-.095089868,-.42497137,,,,,,
105674,3,-.10792846,-.25395331,,,,,,
105676,3,.010415576,-.23698935,,,,,,
105686,3,-.30605176,-.34498638,,,,,,
105688,3,-.89023846,-.71731013,,,,,,
105690,3,.08554782,-.043060508,,,,,,
105692,3,-.81434882,-.65685743,,,,,,
105694,3,.017789014,-.16900861,,,,,,
105696,3,-.83913279,-.41233048,,,,,,
105698,3,-.20319816,-.32875273,,,,,,
105700,3,.089260682,.62660849,,,,,,
105704,3,-.66124469,-.084988564,,,,,,
105706,3,-.13561229,.30345938,,,,,,
105708,3,-.50489503,-.57199746,,,,,,
105710,3,-.46514335,-.10395195,,,,,,
105712,3,-1.8616097,-.67670721,,,,,,
105714,3,-.24853808,-.23203467,,,,,,
105720,3,.12611078,.11268755,,,,,,
105724,3,-.19190359,-.3947137,,,,,,
105730,3,-.059676163,.19022225,,,,,,
105732,3,-.069288105,.061145116,,,,,,
105734,3,.23378788,-.088779673,,,,,,
105738,3,-.11864806,-.09634576,,,,,,
105742,3,-.43949917,-.27902943,,,,,,
105744,3,.37388545,.078974321,,,,,,
105746,3,-.80347598,-.51619506,,,,,,
105758,3,-2.5293739,.17368926,,,,,,
105760,3,-.30672377,-.55413127,,,,,,
105772,3,-.55090451,-.51242071,,,,,,
105778,3,.12054782,.27349696,,,,,,
105780,3,-1.0769006,-.29357633,,,,,,
105782,3,.10049044,-.19090749,,,,,,
105784,3,-.028594878,-.298208,,,,,,
105794,3,.27917454,.67268759,,,,,,
105802,3,-.011744103,.065201171,,,,,,
105804,3,.87413865,.52151763,,,,,,
105806,3,.2155676,.10603177,,,,,,
105816,3,-.03955115,-.28988656,,,,,,
105824,3,-.20752111,-.52702492,,,,,,
105828,3,-.13580064,-.15738565,,,,,,
105830,3,.12813751,-.25916553,,,,,,
105834,3,-.43528992,-.45090073,,,,,,
105838,3,-.30816931,-.30533135,,,,,,
105846,3,.013383803,.28950483,,,,,,
105854,3,-1.414883,-.95807582,,,,,,
105860,3,-.61069363,-.65819722,,,,,,
105862,3,-.50811511,-.9616574,,,,,,
105864,3,-.39286837,-.35585335,,,,,,
105868,3,-1.0014591,-.75857282,,,,,,
105872,3,.22873908,-.0012615842,,,,,,
105874,3,-.024517769,-.36046773,,,,,,
105876,3,-.346903,-.088917896,,,,,,
105880,3,-.4316417,-.28212819,,,,,,
105884,3,-.67669278,-.33001354,,,,,,
105898,3,.24810806,-.31440422,,,,,,
105906,3,.76635253,-.26871273,,,,,,
105914,3,-.30732933,-.7515319,,,,,,
105918,3,.10462087,-.38947943,,,,,,
105924,3,-.068008661,-.53582197,,,,,,
105926,3,-.012025098,-.14884104,,,,,,
105928,3,.08866211,-.27241635,,,,,,
105930,3,-.0073211207,-.76693767,,,,,,
105934,3,.34138098,-.12929934,,,,,,
105936,3,.11063357,-.58332562,,,,,,
105938,3,-.27116498,-.45264986,,,,,,
105940,3,-.19778661,-.35406837,,,,,,
105948,3,.062386744,-.39615846,,,,,,
105950,3,-.33062723,-.87687659,,,,,,
105956,3,-.54346836,-.47415662,,,,,,
105968,3,-.5805434,1.2703235,,,,,,
105980,3,.030656764,-.1280164,,,,,,
105982,3,-.4140113,1.428378,,,,,,
105998,3,-.37715206,-.26632744,,,,,,
106010,3,-.014551898,-.25372076,,,,,,
106024,3,-.41207746,-.17142168,,,,,,
106036,3,.064190827,-.22663088,,,,,,
106052,3,.44633955,.19634995,,,,,,
106056,3,-.042160381,-.44644627,,,,,,
106060,3,-.19529957,-.40101123,,,,,,
106066,3,.62518811,-.29952663,,,,,,
106068,3,-.59951138,-.22977158,,,,,,
106070,3,.94395059,.40150756,,,,,,
106072,3,.60735375,.12269837,,,,,,
106076,3,-.29277438,-.33244643,,,,,,
106078,3,.3203198,-.23488185,,,,,,
106084,3,.83969235,1.0745848,,,,,,
106086,3,-.01925285,-.61464608,,,,,,
106108,3,-.50459367,-.20294058,,,,,,
106110,3,-.29012492,.21228272,,,,,,
106118,3,-.026045388,-.27925369,,,,,,
106122,3,-.38017797,-.31077248,,,,,,
106124,3,-.60650116,-.48223644,,,,,,
106134,3,-.35357887,-.28791717,,,,,,
106142,3,.040760521,.099132098,,,,,,
106158,3,-.21585804,-.42444956,,,,,,
106168,3,-.8823095,-.03336015,,,,,,
106180,3,-.13782443,-.4002654,,,,,,
106182,3,.30165675,-.3937085,,,,,,
106186,3,-.37143075,-.50796252,,,,,,
106190,3,-.16906677,-.72764188,,,,,,
106196,3,-.46197811,-.15740883,,,,,,
106200,3,-.16874275,-.84414834,,,,,,
106202,3,-1.2106057,-.7886228,,,,,,
106206,3,-.46487576,-.63948524,,,,,,
106208,3,.20700996,-.32515568,,,,,,
106212,3,-.68750507,-.64770138,,,,,,
106214,3,.24779128,.17392069,,,,,,
106222,3,-.36112589,-.16839415,,,,,,
106224,3,-.22981325,-.18788251,,,,,,
106226,3,.6092025,.011876428,,,,,,
106232,3,-.86744475,-.49101776,,,,,,
106246,3,.035835043,-.46384048,,,,,,
106248,3,-.016967904,-.31088442,,,,,,
106254,3,-.43695968,-1.0287328,,,,,,
106264,3,-1.0710164,-1.0512438,,,,,,
106266,3,-1.1487556,-.85543162,,,,,,
106268,3,-.42357001,-.28179738,,,,,,
106272,3,-.35697287,-.73690939,,,,,,
106284,3,-.015589383,-.42476419,,,,,,
106306,3,-.56968367,.48248944,,,,,,
106310,3,-.46433884,-.19219007,,,,,,
106312,3,.050128777,.002465565,,,,,,
106314,3,.69084102,-.073486455,,,,,,
106318,3,.55482161,-.15419777,,,,,,
106322,3,.10551144,-.2407797,,,,,,
106328,3,.53841019,-.16432366,,,,,,
106342,3,.38148502,-.15556809,,,,,,
106348,3,.694502,-.10128258,,,,,,
106356,3,1.1509939,.27871278,,,,,,
106360,3,.65458024,.37245825,,,,,,
106366,3,-.45090145,.48444757,,,,,,
106372,3,-.44712681,.70774829,,,,,,
106378,3,.52127779,-.59665722,,,,,,
106380,3,-.59730458,.66257441,,,,,,
106388,3,-.58510697,.97901863,,,,,,
106392,3,.0075640162,-.43887001,,,,,,
106400,3,-.11311012,-.56401682,,,,,,
106402,3,.090707347,-.011935504,,,,,,
106404,3,-.27848747,-.44093767,,,,,,
106410,3,.21002807,-.45004794,,,,,,
106412,3,-.30511674,-.81952029,,,,,,
106414,3,.2236037,-.13719484,,,,,,
106418,3,-.25057581,-.20944637,,,,,,
106422,3,.38533157,-.115311,,,,,,
106424,3,-.032872606,-.72368664,,,,,,
106426,3,-.071612872,-.63484389,,,,,,
106430,3,.07774388,-.26337555,,,,,,
106432,3,-1.2281817,-.53783673,,,,,,
106438,3,-.85835981,-.40180981,,,,,,
106442,3,-1.235347,-.71394759,,,,,,
106444,3,-.52187175,-.12098387,,,,,,
106446,3,-.10896467,-.59810239,,,,,,
106448,3,.10942427,.55595261,,,,,,
106450,3,-.45312577,-.80302852,,,,,,
106452,3,-.43992779,-.049899302,,,,,,
106456,3,-.36194694,-.35239497,,,,,,
106462,3,.27909896,-.04407043,,,,,,
106464,3,-.39367172,.86988926,,,,,,
106474,3,-1.0177754,.7042557,,,,,,
106480,3,.77331597,.4512721,,,,,,
106482,3,.46582875,.4481647,,,,,,
106484,3,-.1272056,-.084824666,,,,,,
106486,3,.17475548,-.11227412,,,,,,
106490,3,-.097862571,-.19411103,,,,,,
106492,3,.33734006,-.3288385,,,,,,
106494,3,-.25907728,.13560268,,,,,,
106498,3,-.35546008,-.18577465,,,,,,
106508,3,1.1843153,.42987627,,,,,,
106514,3,.22386824,-.01123546,,,,,,
106516,3,-.88011718,-.52538407,,,,,,
106518,3,.37547147,-.40556493,,,,,,
106522,3,.68857402,.1525601,,,,,,
106530,3,.25218964,-.43155387,,,,,,
106536,3,.01619303,-.54331231,,,,,,
106538,3,.17481059,-.076556891,,,,,,
106544,3,.25673547,-.27241364,,,,,,
106550,3,.40370294,-.16400653,,,,,,
106554,3,.68551385,.33974758,,,,,,
106562,3,-1.6842121,-.7511065,,,,,,
106564,3,-.18559662,-.80859971,,,,,,
106572,3,-.38212371,-.0922428,,,,,,
106574,3,-.077030286,.064096197,,,,,,
106584,3,.14510646,.11129951,,,,,,
106586,3,.32335854,.10994536,,,,,,
106588,3,.52710414,.53252029,,,,,,
106596,3,.31808934,-.36576805,,,,,,
106598,3,-.29143929,.014920882,,,,,,
106602,3,-.98383367,-.29634348,,,,,,
106606,3,.075462766,-.1774133,,,,,,
106608,3,.22742108,-.25652191,,,,,,
106610,3,-.14415912,-.4505578,,,,,,
106612,3,-.091836236,-.37066868,,,,,,
106614,3,-.65707797,-.50646687,,,,,,
106616,3,.45995846,-.13482012,,,,,,
106618,3,.35362512,-.089224599,,,,,,
106620,3,-.79862905,-.49676204,,,,,,
106622,3,.15493232,-.6894424,,,,,,
106628,3,.30288237,-.15466426,,,,,,
106646,3,.49690628,-.17159036,,,,,,
106658,3,-.26242298,-.69732493,,,,,,
106662,3,.54861993,.20444724,,,,,,
106668,3,.46832919,-.22202389,,,,,,
106670,3,-.83892339,-1.0105315,,,,,,
106674,3,-.46937722,-.34894389,,,,,,
106676,3,.31828052,-.19175331,,,,,,
106680,3,-.54198492,-.44035941,,,,,,
106700,3,-.17996848,-.31635389,,,,,,
106704,3,-.24656354,-.44814205,,,,,,
106710,3,.10713411,-.66466081,,,,,,
106714,3,.2258765,-.24017568,,,,,,
106720,3,.20865758,-.42437157,,,,,,
106722,3,-.53656662,-.60446322,,,,,,
106724,3,-.072921485,-.25441009,,,,,,
106728,3,.0076926225,-.058667742,,,,,,
106730,3,-.24130797,-.28586838,,,,,,
106744,3,-.78558189,-.25107071,,,,,,
106752,3,-.22417025,-.22091398,,,,,,
106760,3,.28260797,-.4343099,,,,,,
106762,3,-.04762008,-.40891686,,,,,,
106772,3,.10241438,-.21570739,,,,,,
106776,3,-.39634025,-.15391418,,,,,,
106780,3,-.65881509,-.59666634,,,,,,
106784,3,-.85033512,-.24543871,,,,,,
106788,3,-.70266074,-.27484915,,,,,,
106790,3,-.036817305,-.11160691,,,,,,
106792,3,-.65172356,-.23575848,,,,,,
106796,3,.10157704,-.22530384,,,,,,
106802,3,.13003145,.13223122,,,,,,
106812,3,-.46160179,-.4748174,,,,,,
106814,3,-.89443767,-.55829072,,,,,,
106818,3,-1.1658802,-.43675035,,,,,,
106822,3,-.66936201,-.57185775,,,,,,
106826,3,-.74970466,-.54472977,,,,,,
106828,3,-.75197369,-.60980421,,,,,,
106832,3,-.79232925,-.69900751,,,,,,
106834,3,.31053847,.27896166,,,,,,
106836,3,-1.3203995,-.59936297,,,,,,
106840,3,-.59285468,-.91607928,,,,,,
106846,3,-1.4269063,-.73928201,,,,,,
106848,3,-1.2716098,-.64344996,,,,,,
106856,3,-.88312417,-.46227655,,,,,,
106858,3,-1.1021786,-.79658836,,,,,,
106862,3,-.29639649,-.10421163,,,,,,
106870,3,-.35181847,-.014094996,,,,,,
106872,3,.46351695,.13062003,,,,,,
106874,3,.13451961,-.074035138,,,,,,
106878,3,-.65687734,.098877653,,,,,,
106882,3,-.43126887,-.21995127,,,,,,
106884,3,-.80822426,-1.0739387,,,,,,
106886,3,.0021911587,-.38442266,,,,,,
106888,3,-.33037212,-.86163825,,,,,,
106890,3,-.69087785,-.34314129,,,,,,
106892,3,.6218152,.78896117,,,,,,
106900,3,-.25521848,-.71741897,,,,,,
106904,3,-.9529767,-.84299159,,,,,,
106906,3,-.31771678,-.49491856,,,,,,
106910,3,-.36129919,-.28911051,,,,,,
106912,3,-.49661404,-.39421156,,,,,,
106916,3,-.71632582,-.51757723,,,,,,
106920,3,.2682133,-.12757327,,,,,,
106924,3,.13297494,-.012317503,,,,,,
106932,3,-.077160366,-.1223529,,,,,,
106938,3,-.07186842,-.49281469,,,,,,
106940,3,.31390414,-.075254418,,,,,,
106944,3,-1.0913281,-.6732257,,,,,,
106946,3,-.20751859,-.6058439,,,,,,
106950,3,-.17587914,-.12839082,,,,,,
106954,3,-.14730398,-.054876748,,,,,,
106958,3,.12846349,.19180357,,,,,,
106962,3,-.73112893,-.65219158,,,,,,
106964,3,-1.0142349,-.44157445,,,,,,
106980,3,-.40374351,-.34082127,,,,,,
106982,3,-.35976237,-.15018715,,,,,,
106984,3,-.13096297,-.52289963,,,,,,
106990,3,-.36792025,-.011154717,,,,,,
106996,3,.19817924,-.39950567,,,,,,
107002,3,-.48540437,-.52222115,,,,,,
107014,3,-.51230407,-.39604059,,,,,,
107016,3,-.8417871,-.90581429,,,,,,
107018,3,-.40240717,-.58398592,,,,,,
107020,3,.12065627,-.049925014,,,,,,
107022,3,.36852118,.55681229,,,,,,
107030,3,-3.3606353,-1.027503,,,,,,
107036,3,.10762274,-.20867525,,,,,,
107038,3,-1.0849613,-.82889092,,,,,,
107040,3,-.14832835,-.24403641,,,,,,
107044,3,-.82404697,-.68637335,,,,,,
107046,3,-.49924073,-.72410381,,,,,,
107056,3,-.08955045,-.40391889,,,,,,
107058,3,-.28840792,-.38049975,,,,,,
107064,3,-.58347797,.47453031,,,,,,
107066,3,-1.0275183,-.69389755,,,,,,
